QA_id,Human_Cosine_Similarity,Synthetic_Cosine_Similarity,Human_Questions,Human_Answers,Human_Prediction,gpt_41_gs_question,gpt_41_gs_answer,Synthetic_Prediction
42,0.60363346,0.92274994,How can I make sure that all my experimental constraints are reflected in the campaign set-up? ,"Similar toÃÂ parameters,ÃÂ BayBEÃÂ distinguishes two families of constraints, derived from the abstract [`Constraint`]() class: discrete and
continuous constraints ([`DiscreteConstraint`](), [`ContinuousConstraint`]()).
A constraint is called discrete/continuous if it operates on a set of exclusively discrete/continuous parameters.","To ensure that all your experimental constraints are reflected in the campaign set-up in BayBE, you should:

1. **Define Constraints When Creating the Search Space**  
   - When you set up your `SearchSpace` for the campaign, include all relevant constraints as part of its definition.  
   - BayBE supports two types of constraints:
     - **Discrete constraints** (using `DiscreteConstraint`): For constraints involving only discrete parameters.
     - **Continuous constraints** (using `ContinuousConstraint`): For constraints involving only continuous parameters.
   - **Note:** BayBE does **not** currently support hybrid constraints (those involving both discrete and continuous parameters). If you need such a constraint, try to rephrase your parameterization so that each constraint applies to either only discrete or only continuous parameters.

2. **Pass the Constrained Search Space to the Campaign**  
   - When you create your `Campaign` object, pass the `SearchSpace` (with constraints included) as an argument:
     ```python
     campaign = Campaign(
         searchspace=searchspace_with_constraints,
         objective=objective,
         recommender=recommender,  # optional
     )
     ```

3. **Dynamic Exclusion for Discrete Candidates (Optional, During Campaign)**  
   - If you need to exclude or include specific discrete parameter configurations dynamically while the campaign is running, use the `toggle_discrete_candidates()` method of the `Campaign` object.
   - This allows you to adjust which discrete candidates are considered for recommendation as your experimentation progresses.
   - **Note:** Dynamic exclusion is only available for discrete candidates. For continuous parameters, constraints must be set at creation.

4. **Review and Update as Needed**  
   - If your experimental constraints change, update your search space and constraints accordingly. For discrete spaces, you can use dynamic exclusion; for continuous spaces, you may need to redefine the search space.

**Summary Table:**

| Constraint Type      | How to Include in Campaign                |
|----------------------|-------------------------------------------|
| Discrete             | Use `DiscreteConstraint` in `SearchSpace` |
| Continuous           | Use `ContinuousConstraint` in `SearchSpace`|
| Hybrid (mixed)       | Not supported; rephrase as needed         |
| Dynamic (discrete)   | Use `toggle_discrete_candidates()`        |

**References:**  
- [Constraints in BayBE](#constraints)
- [Creating a Campaign](#creating-a-campaign)
- [Dynamic Exclusion](#excluding-configurations)

**",Does BayBE support hybrid constraints that operate on both discrete and continuous parameters?,"No, BayBE does not support hybrid constraints that operate on a mixed set of discrete and continuous parameters.","No, BayBE does **not** support hybrid constraints that operate on both discrete and continuous parameters. According to the documentation, constraints in BayBE must operate exclusively on either discrete or continuous parameters, but not a mix of both. If a hybrid constraint is necessary, the recommended approach is to rephrase the parameterization so that the parameter set is exclusively discrete or continuous."
44,0.9151656,0.73220927,How do I avoid duplicated labels in several parameters?,"To avoid duplicated labels across several parameters in BayBE, you can use the DiscreteNoLabelDuplicatesConstraint. 
```python
from baybe.constraints import DiscreteNoLabelDuplicatesConstraint

DiscreteNoLabelDuplicatesConstraint(parameters=[""Solvent_1"", ""Solvent_2""])
```

Without this constraint, combinations like below would be possible:

|    | Solvent_1   | Solvent_2   | With DiscreteNoLabelDuplicatesConstraint   |
|----|-------------|-------------|--------------------------------------------|
|  1 | Water       | Water       | would be excluded                          |
|  2 | THF         | Water       |                                            |
|  3 | Octanol     | Octanol     | would be excluded                          |","To avoid duplicated labels in several parameters in BayBE, you should use the **DiscreteNoLabelDuplicatesConstraint**.

This constraint ensures that, for a given set of parameters (for example, two solvents in a mixture), the same label/component cannot appear in more than one parameter at the same time. This is useful when you want to prevent combinations where, for example, both ""Solvent_1"" and ""Solvent_2"" are set to ""Water"".

**Example usage:**

```python
from baybe.constraints import DiscreteNoLabelDuplicatesConstraint

DiscreteNoLabelDuplicatesConstraint(parameters=[""Solvent_1"", ""Solvent_2""])
```

With this constraint, combinations like `(""Water"", ""Water"")` or `(""Octanol"", ""Octanol"")` for the two parameters would be excluded from the recommended experiments.

**Summary:**  
Use `DiscreteNoLabelDuplicatesConstraint` and specify the relevant parameters to ensure that no duplicated labels occur across them.",What does the DiscreteNoLabelDuplicatesConstraint prevent in BayBE experiments?,"It prevents duplicated labels or components in specified discrete parameters, such as having the same solvent appear in both Solvent_1 and Solvent_2.","The **DiscreteNoLabelDuplicatesConstraint** in BayBE prevents multiple discrete parameters from taking on the same label or value in a single experimental configuration. For example, if you have two parameters (such as ""Solvent_1"" and ""Solvent_2"") that can each be assigned a solvent from the same list (e.g., [""Water"", ""THF"", ""Octanol""]), this constraint ensures that both parameters cannot be assigned the same solvent in the same experiment. So, combinations like (""Water"", ""Water"") or (""Octanol"", ""Octanol"") would be excluded from the search space, ensuring that each label appears only once among the specified parameters in any given configuration."
46,0.8669479,0.32006145,Can I create  a `SearchSpace` from multiple`DiscreteDependenciesConstraint`?,"BayBE requires that all dependencies are declared in a single
`DiscreteDependenciesConstraint`. Creating a `SearchSpace` from multiple
`DiscreteDependenciesConstraint`'s will throw a validation error.","No, you cannot create a `SearchSpace` from multiple `DiscreteDependenciesConstraint` objects in BayBE. **BayBE requires that all dependencies are declared in a single `DiscreteDependenciesConstraint`.** If you attempt to create a `SearchSpace` with multiple `DiscreteDependenciesConstraint`s, it will throw a validation error. All dependencies must be combined into one constraint object.",What happens if you create a SearchSpace from multiple DiscreteDependenciesConstraint objects in BayBE?,It will throw a validation error.,"If you create a SearchSpace from multiple DiscreteDependenciesConstraint objects in BayBE, **it will throw a validation error**. BayBE requires that all dependencies are declared in a single DiscreteDependenciesConstraint. Attempting to use more than one DiscreteDependenciesConstraint when constructing a SearchSpace is not allowed and will result in an error."
47,0.7162273,0.63930625,"I already have a DiscreteDependenciesConstraint in my model, can I use another DiscreteDependenciesConstraint inside  DiscretePermutationInvarianceConstraint? ","Yes. If some of the `parameters` of the `DiscretePermutationInvarianceConstraint` are
dependent on other parameters, we require that the dependencies are provided as a
`DiscreteDependenciesConstraint` to the `dependencies` argument of the
`DiscretePermutationInvarianceConstraint`. This
`DiscreteDependenciesConstraint` will not count towards the maximum limit of one
`DiscreteDependenciesConstraint.  The DiscretePermutationInvarianceConstraint below applies to our example and removes permutation-invariant combinations of solvents that have additional dependencies as well: from baybe.constraints import (
    DiscretePermutationInvarianceConstraint,
    DiscreteDependenciesConstraint,
    ThresholdCondition,
)

DiscretePermutationInvarianceConstraint(
    parameters=[""Solvent_1"", ""Solvent_2"", ""Solvent_3""],
    # `dependencies` is optional; it is only required if some of the permutation
    # invariant entries in `parameters` have dependencies on other parameters
    dependencies=DiscreteDependenciesConstraint(
        parameters=[""Fraction_1"", ""Fraction_2"", ""Fraction_3""],
        conditions=[
            ThresholdCondition(threshold=0.0, operator="">""),
            ThresholdCondition(threshold=0.0, operator="">""),
            ThresholdCondition(threshold=0.0, operator="">""),
        ],
        affected_parameters=[[""Solvent_1""], [""Solvent_2""], [""Solvent_3""]],
    ),
)","Yes, you can use another DiscreteDependenciesConstraint inside a DiscretePermutationInvarianceConstraint, specifically via the dependencies argument of DiscretePermutationInvarianceConstraint. This is required if some of the permutation-invariant parameters have dependencies on other parameters.

**Important details from the documentation:**

- If some of the parameters of the DiscretePermutationInvarianceConstraint are dependent on other parameters, you must provide those dependencies as a DiscreteDependenciesConstraint to the dependencies argument of the DiscretePermutationInvarianceConstraint.
- This DiscreteDependenciesConstraint **does not count** towards the maximum limit of one DiscreteDependenciesConstraint in your model. In other words, you are allowed to have your main DiscreteDependenciesConstraint (as required by BayBE, only one at the top level), and you can also provide a separate DiscreteDependenciesConstraint as part of a DiscretePermutationInvarianceConstraint.
- The documentation states:  
  > This DiscreteDependenciesConstraint will not count towards the maximum limit of one DiscreteDependenciesConstraint discussed [here](#ddc).

**Summary:**  
You can have your main DiscreteDependenciesConstraint in your model, and also use a DiscreteDependenciesConstraint inside a DiscretePermutationInvarianceConstraint via its dependencies argument. This is the intended usage and does not violate BayBE's constraint rules.",What does the DiscretePermutationInvarianceConstraint do in BayBE?,"It enforces permutation invariance by ensuring that combinations of parameter values that are symmetric under permutation are treated as equivalent, reducing the search space accordingly.","The **DiscretePermutationInvarianceConstraint** in BayBE is used to enforce **permutation invariance** among a set of discrete parameters. This means that the order of the values assigned to these parameters does not matter—different permutations of the same set of values are considered equivalent and only one unique combination is kept in the search space.

**Example Use Case:**  
Suppose you are optimizing a mixture with three solvents, represented by parameters `""Solvent_1""`, `""Solvent_2""`, and `""Solvent_3""`. If the experiment's outcome depends only on which solvents are present, not on their order, then all permutations of these solvents should be treated as the same configuration. The DiscretePermutationInvarianceConstraint ensures that only one of these equivalent combinations is included in the search space, reducing redundancy and improving optimization efficiency.

**Key Points:**

- It operates on a set of discrete parameters whose order is irrelevant due to symmetry in the experiment.
- It reduces the search space by removing redundant, permutation-equivalent parameter combinations.
- If some of the parameters are only relevant under certain conditions (i.e., they have dependencies), you can specify these using a DiscreteDependenciesConstraint as part of the permutation invariance constraint.
- Currently, BayBE's built-in surrogate models do not automatically account for permutation invariance during model fitting, but the constraint still affects the search space.

**Summary:**  
The DiscretePermutationInvarianceConstraint in BayBE ensures that all permutations of a specified set of discrete parameters are treated as equivalent, keeping only one representative combination in the search space. This is especially useful in experiments where the order of certain parameters does not affect the outcome."
48,0.6830866,0.4318977,What are the keywords for setting the minimum and maximum cardinality when using the `DiscreteCardinalityConstraint`?,The keywords are `min_cardinality` and `max_cardinality`.,"The keywords for setting the minimum and maximum cardinality when using the `DiscreteCardinalityConstraint` are:

- **min_cardinality** (defaults to 0)
- **max_cardinality** (defaults to the number of affected parameters)

Example usage:
```python
DiscreteCardinalityConstraint(
    parameters=[""Fraction_1"", ""Fraction_2"", ""Fraction_3""],
    min_cardinality=1,
    max_cardinality=2,
)
```",What does the DiscreteCardinalityConstraint control in a BayBE design?,The number of active parameters.,"The **DiscreteCardinalityConstraint** in BayBE controls the number of active discrete parameters in your design. Specifically, it allows you to set minimum and maximum limits on how many parameters from a specified list can be ""active"" (i.e., selected or set to a particular value) in any given configuration. For example, if you have three discrete parameters and set `min_cardinality=1` and `max_cardinality=2`, BayBE will ensure that in each design, at least one and at most two of those parameters are active. This is useful for scenarios like mixture designs where only a subset of components should be present at a time."
49,0.7311133,0.5187727,Is it possible to use serialization in a use case with custom constraints?,"Due to the arbitrary nature of code and dependencies that can be used in the `DiscreteCustomConstraint`, (de-)serializability cannot be guaranteed.","No, it is **not possible** to use serialization in a use case with custom constraints, specifically when using `DiscreteCustomConstraint`. According to the documentation:

> Due to the arbitrary nature of code and dependencies that can be used in the `DiscreteCustomConstraint`, (de-)serializability cannot be guaranteed. As a consequence, using a `DiscreteCustomConstraint` results in an error if you attempt to serialize the corresponding object or higher-level objects containing it.

This means that if your use case includes a custom constraint implemented via `DiscreteCustomConstraint`, you will **not** be able to serialize or deserialize the corresponding BayBE objects or any objects that contain them.",What happens if you try to serialize a BayBE DiscreteCustomConstraint object?,It results in an error because (de-)serializability cannot be guaranteed.,"If you try to serialize a BayBE DiscreteCustomConstraint object, you will encounter an error. This is because DiscreteCustomConstraint allows arbitrary custom code in its validator function, which makes (de-)serializability impossible to guarantee. As a result, attempting to serialize a DiscreteCustomConstraint or any higher-level object containing it will result in an error."
57,0.9219004,0.7719591,Where is my cache folder? ,"
By default,ÃÂ BayBEÃÂ determines the location of temporary files on your system and puts cached data into a subfolder `.baybe_cache` there. If you want tochange the location of the disk cache, change:

```bash
BAYBE_CACHE_DIR=""/path/to/your/desired/cache/folder""
```","By default, BayBE stores cached data in a subfolder named .baybe_cache located in your system's temporary files directory. If you want to change the location of the cache folder, you can set the BAYBE_CACHE_DIR environment variable to your desired path. For example:

```bash
BAYBE_CACHE_DIR=""/path/to/your/desired/cache/folder""
```

If you set BAYBE_CACHE_DIR to an empty string (""""), disk caching will be turned off entirely.",How can I disable disk caching in BayBE?,"Set the environment variable BAYBE_CACHE_DIR to an empty string ("""").","To disable disk caching in BayBE, set the environment variable BAYBE_CACHE_DIR to an empty string. You can do this by running the following command in your terminal before starting BayBE:

```bash
export BAYBE_CACHE_DIR=""""
```

This will turn off disk caching entirely."
60,0.6276797,0.56971633,Can I put constraints on the recommendation space? ,"There are several ways to do this, including usingÃÂ BayBEÃÂsÃÂ sophisticated [constraint machinery](constraints.md). Which approach is the right choice foryou depends on whether you want to exclude configurations *permanently* or (in-)activate them *dynamically* during your experimentation cycle.","Yes, you can put constraints on the recommendation space in BayBE.

BayBE provides a flexible **constraint machinery** that allows you to exclude certain parameter configurations from being recommended. This can be done in several ways, depending on whether you want to exclude configurations **permanently** (for the entire experiment) or **dynamically** (during the experiment):

### Permanent Exclusion

- **When defining the SearchSpace:**  
  You can add constraints when constructing your search space using the `constraints` keyword argument. For example:
  ```python
  constraints = [DiscreteExcludeConstraint([""p""], [SubSelectionCondition([""C""])])]
  searchspace = SearchSpace.from_product(
      parameters=[CategoricalParameter(""p"", [""A"", ""B"", ""C""])],
      constraints=constraints
  )
  ```
- **Restricting parameter values:**  
  Use the `active_values` argument in parameter definitions to restrict which values are considered.
- **Specifying allowed configurations:**  
  Use `SearchSpace.from_dataframe()` to specify only the allowed configurations.

### Dynamic Exclusion

- **During a Campaign:**  
  You can dynamically enable or disable specific discrete candidates using the `toggle_discrete_candidates()` method of a `Campaign` object while the campaign is running.
  ```python
  campaign.toggle_discrete_candidates(
      pd.DataFrame({""p"": [""C""]}),
      exclude=True,
  )
  ```
  **Note:** Dynamic exclusion via toggling is only possible for discrete candidates. For continuous parameters, use continuous constraints when creating the search space.

### Types of Constraints

- **Discrete Constraints:**  
  Operate on discrete parameters (e.g., categorical, ordinal).
- **Continuous Constraints:**  
  Operate on continuous parameters (e.g., floats).
- **Hybrid Constraints:**  
  Not currently supported (cannot mix discrete and continuous parameters in a single constraint).

**Summary:**  
You can and should use constraints to restrict the recommendation space in BayBE, either by permanently defining them in the search space or by dynamically toggling discrete candidates during a campaign. This helps ensure that only feasible or desirable configurations are recommended.",How can I exclude certain parameter configurations when getting recommendations in BayBE?,By using BayBEâs constraint machinery to exclude infeasible or undesirable configurations.,"You can exclude certain parameter configurations when getting recommendations in BayBE using several methods, depending on whether you want to exclude them permanently or dynamically:

### 1. **Permanent Exclusion (Adjusting the SearchSpace)**

This is done by modifying the `SearchSpace` object so that the excluded configurations are never considered for recommendations. There are several ways to do this:

- **Restricting parameter values via `active_values`:**  
  For label-like parameters, you can specify which values are ""active"" (i.e., eligible for recommendations), while still allowing measurements with the full set of values.
  ```python
  searchspace_reduced = TaskParameter(
      ""p"", [""A"", ""B"", ""C""], active_values=[""A"", ""B""]
  ).to_searchspace()
  ```
  > Note: This is different from defining the parameter with only `[""A"", ""B""]` as possible values, because the latter would make ""C"" undefined and prevent you from adding measurements with ""C"".

- **Specifying a subset of configurations (discrete spaces only):**  
  You can define the search space directly from a DataFrame listing only the allowed configurations.
  ```python
  searchspace_reduced = SearchSpace.from_dataframe(
      pd.DataFrame({""p"": [""A"", ""B""]}),
      parameters=[TaskParameter(""p"", [""A"", ""B"", ""C""])],
  )
  ```

- **Filtering using constraints:**  
  You can use BayBE’s constraint machinery to exclude specific configurations.
  ```python
  searchspace_reduced = SearchSpace.from_product(
      parameters=[CategoricalParameter(""p"", [""A"", ""B"", ""C""])],
      constraints=[DiscreteExcludeConstraint([""p""], [SubSelectionCondition([""C""])])],
  )
  ```

- **Using specialized constructors:**  
  For certain structured spaces (like simplices), you can use constructors like `from_simplex()`.

### 2. **Dynamic Exclusion**

If you want to exclude or re-include configurations dynamically during your experimentation cycle, you should use BayBE’s constraint system, which allows you to activate or deactivate constraints as needed.

### **Summary Table**

| Method                                 | Use Case                                      |
|-----------------------------------------|-----------------------------------------------|
| `active_values`                        | Exclude values but still allow measurements   |
| `from_dataframe`                       | Specify allowed configurations directly       |
| Constraints (e.g., `DiscreteExcludeConstraint`) | Exclude based on complex logic"
64,0.6350914,0.7914628,How can I compute parameter importance?,"SHAP parameter importance can be computed with the factory methods `from_campaign()`, `from_surrogate()`, and `from_recommender()` as shown below: ```python  ÃÂ  ```","To compute parameter importance in BayBE, you can use the **SHAPInsight** class, which leverages SHAP (Shapley Additive Explanations) and similar explainers to analyze the importance of parameters in your Bayesian optimization campaign. Here’s how you can do it:

### 1. Install Required Dependencies

First, make sure you have installed BayBE with the insights dependencies:

```bash
pip install baybe[insights]
```

---

### 2. Obtain a SHAPInsight Object

You can create a SHAPInsight object in several ways, depending on what you have available:

#### a) From a Campaign

If you have a `Campaign` object:

```python
from baybe.insights import SHAPInsight

insight = SHAPInsight.from_campaign(campaign)
```

#### b) From a Surrogate Model

If you have a surrogate model and data:

```python
insight = SHAPInsight.from_surrogate(surrogate, data)
```

#### c) From a Recommender

If you have a recommender with an underlying surrogate model:

```python
insight = SHAPInsight.from_recommender(recommender, searchspace, objective, data)
```

---

### 3. Choose the Explainer (Optional)

By default, SHAPInsight uses the SHAP KernelExplainer. You can specify a different explainer (e.g., LIME) if desired:

```python
insight = SHAPInsight.from_campaign(
    campaign, explainer_cls=""LimeTabular""
)
```

---

### 4. Use Computational Representation (Optional)

If you want to analyze the computational (numeric) representation of your parameters (useful for categorical/descriptive features):

```python
insight = SHAPInsight.from_campaign(campaign, use_comp_rep=True)
```

---

### 5. Visualize Parameter Importance

You can plot the parameter importance as a bar chart:

```python
insight.plot(""bar"")
```

---

### Summary

**In short:**  
- Use `SHAPInsight.from_campaign(campaign)` (or the other constructors) to create an insight object.
- Optionally, set `explainer_cls` and `use_comp_rep` as needed.
- Call `.plot(""bar"")` to visualize parameter importance.

This will show you which parameters are most influential in your experimental results, helping you understand and optimize your campaign more effectively.",How can you obtain a SHAPInsight from a Campaign in BayBE?,By using SHAPInsight.from_campaign(campaign).,"You can obtain a SHAPInsight from a Campaign in BayBE using the SHAPInsight.from_campaign() method. Here’s how you do it:

```python
from baybe.insights import SHAPInsight

insight = SHAPInsight.from_campaign(campaign)
```

- This will analyze the parameter importance using the measurements already stored in the campaign.
- Optionally, you can specify additional arguments, such as the explainer type (e.g., ""KernelExplainer"") or whether to use the computational representation (use_comp_rep=True):

```python
insight = SHAPInsight.from_campaign(campaign, explainer_cls=""KernelExplainer"", use_comp_rep=True)
```

In summary:  
**Use `SHAPInsight.from_campaign(campaign)` to obtain a SHAPInsight from a Campaign in BayBE.**"
67,0.8335308,0.40804225,Is it possible to use SHAP explainer for non-numerical parameter?,"SHAP explainers generally require numeric input and cannot directly handle non-numerical parameters. However, in BayBE, you can analyze non-numerical parameters by using their numeric computational representation.  A feature importance study can still be performed by looking at the computational representation of the data points, activated by the `use_comp_rep` flag. Since all
entries in this representation are numeric by construction, there are no limitations on the explainer type used. A study of the computational representation might also be useful if a deeper analysis of descriptors used is of interest to the user. In general, for each non-numerical parameter in the experimental representation, there will be several descriptors the computational representation:
```python
insight = SHAPInsight.from_campaign(campaign, use_comp_rep=True)
insight.plot(""bar"")
```
In addition to SHAP-based explainers, we also support [LIME](https://arxiv.org/abs/1602.04938) and [MAPLE](https://papers.nips.cc/paper_files/paper/2018/hash/b495ce63ede0f4efc9eec62cb947c162-Abstract.html) variants. For example:
```python
insight = SHAPInsight.from_campaign(
    campaign, explainer_cls=""LimeTabular"", use_comp_rep=True
)
insight.plot(""bar"")
```","By default, SHAPInsight analyzes the experimental representation of measurements, which may include non-numerical parameters (such as categorical variables). However, this comes with certain limitations: not all SHAP explainers can handle non-numerical features directly.

To overcome this, BayBE allows you to analyze the **computational representation** of the data by setting the `use_comp_rep` flag to `True` when creating the SHAPInsight. In the computational representation, all parameters (including originally non-numerical ones) are converted into numeric descriptors, making them compatible with SHAP explainers.

**In summary:**  
- **Directly (experimental representation):** SHAP explainers may be limited with non-numerical parameters.
- **Via computational representation:** Yes, it is possible to use SHAP explainers for non-numerical parameters, because they are transformed into numeric descriptors.

**Example:**
```python
insight = SHAPInsight.from_campaign(campaign, use_comp_rep=True)
insight.plot(""bar"")
```

This approach enables SHAP-based feature importance analysis even when your original parameters are non-numerical.",What flag should be set to analyze the computational representation of data points in SHAPInsight?,use_comp_rep,"To analyze the computational representation of data points in SHAPInsight, you should set the `use_comp_rep` flag to `True`. For example:

```python
insight = SHAPInsight.from_campaign(campaign, use_comp_rep=True)
```"
69,0.86825216,0.5773512,How do I combine multiple targets?,"The [`DesirabilityObjective`]() enables the combination of multiple targets via scalarization into a single numerical
value (commonly referred to as the *overall desirability*), a method also utilized in classical DOE.

Besides the list of [`Targets`]() to be scalarized, this objective type takes two additional optional parameters that let us control its behavior:
* `weights`: Specifies the relative importance of the targets in the form of a sequence of positive numbers, one for each target considered
  **Note:**
  BayBE automatically normalizes the weights, so only their relative scales matter.
* `scalarizer`: Specifies the [scalarization function]() to be used for combining the normalized target values.
  The choices are `MEAN` and `GEOM_MEAN`, referring to the arithmetic and geometric mean, respectively.

In the example below, we consider three different targets (all associated with a different goal) and give twice as much importance to the first target relative to each of the other two:
```python
from baybe.targets import NumericalTarget
from baybe.objectives import DesirabilityObjective

target_1 = NumericalTarget(name=""t_1"", mode=""MIN"", bounds=(0, 100))
target_2 = NumericalTarget(name=""t_2"", mode=""MIN"", bounds=(0, 100))
target_3 = NumericalTarget(name=""t_3"", mode=""MATCH"", bounds=(40, 60))
objective = DesirabilityObjective(
    targets=[target_1, target_2, target_3],
    weights=[2.0, 1.0, 1.0],  # optional (by default, all weights are equal)
    scalarizer=""GEOM_MEAN"",  # optional
)
```","To combine multiple targets in BayBE, you should use the **DesirabilityObjective**. This objective allows you to aggregate several targets into a single scalar value (the overall desirability) by normalizing and scalarizing their values.

**Here’s how to do it:**

1. **Define each target** as a `NumericalTarget` (or other supported target type), specifying their `mode` (e.g., ""MIN"", ""MAX"", or ""MATCH"") and **bounds** (required for combining targets, as normalization is needed).

2. **Create a DesirabilityObjective** by passing the list of targets to it. You can also specify:
   - `weights`: (optional) A list of positive numbers indicating the relative importance of each target. BayBE will normalize these weights automatically.
   - `scalarizer`: (optional) Choose how to combine the normalized targets: `""MEAN""` (arithmetic mean) or `""GEOM_MEAN""` (geometric mean).

**Example:**

```python
from baybe.targets import NumericalTarget
from baybe.objectives import DesirabilityObjective

target_1 = NumericalTarget(name=""t_1"", mode=""MIN"", bounds=(0, 100))
target_2 = NumericalTarget(name=""t_2"", mode=""MIN"", bounds=(0, 100))
target_3 = NumericalTarget(name=""t_3"", mode=""MATCH"", bounds=(40, 60))

objective = DesirabilityObjective(
    targets=[target_1, target_2, target_3],
    weights=[2.0, 1.0, 1.0],      # optional: target_1 is twice as important
    scalarizer=""GEOM_MEAN"",       # optional: use geometric mean
)
```

**Important notes:**
- All targets must have `bounds` specified to enable normalization.
- If you only have one target, you can use `SingleTargetObjective` or simply pass the target directly.

**Summary:**  
To combine multiple targets, define them with bounds and use `DesirabilityObjective` to aggregate them, optionally adjusting weights and scalarization method as needed.",What scalarization functions are available in BayBE's DesirabilityObjective for combining multiple targets?,MEAN and GEOM_MEAN,"In BayBE's **DesirabilityObjective**, there are two available scalarization functions for combining multiple targets:

1. **MEAN**: This is the weighted arithmetic mean of the normalized target values.
2. **GEOM_MEAN**: This is the weighted geometric mean of the normalized target values.

You can choose either `""MEAN""` or `""GEOM_MEAN""` as the `scalarizer` parameter when constructing a `DesirabilityObjective`."
70,0.6022781,0.6455963,What is the difference between a Pareto objective and a desirability objective?,The pareto objective does not aggregate targets into a single scalar value but instead seeks to identify the Pareto front which consists of the set of non-dominated target configurations. This means that for all points in the pareto front no other configuration is better in all targets.,"The **ParetoObjective** and **DesirabilityObjective** in BayBE are both used to handle optimization problems with multiple targets, but they differ fundamentally in how they approach trade-offs among those targets:

---

### **ParetoObjective**

- **Purpose:** Finds a set of solutions representing optimal trade-offs among multiple (potentially conflicting) targets, without combining them into a single value.
- **How it works:** Identifies the **Pareto front**—the set of *non-dominated* solutions, where no solution is better than another in all targets.
- **Modeling:** Maintains explicit models for each target separately.
- **Trade-off specification:** The trade-off between targets does **not** need to be specified in advance. You can decide your preferences *after* the experiments, knowing each point on the Pareto front is optimal for some preference.
- **Acquisition functions:** Requires acquisition functions that can handle vector-valued outputs (e.g., `qLogNoisyExpectedHypervolumeImprovement`).
- **Use case:** When you want to explore the full range of optimal trade-offs and keep flexibility in choosing your preferred solution later.

---

### **DesirabilityObjective**

- **Purpose:** Combines multiple targets into a **single scalar value** (the overall desirability) using a scalarization function.
- **How it works:** Normalizes each target (requires bounds), assigns weights to reflect their relative importance, and combines them using a scalarizer (arithmetic or geometric mean).
- **Modeling:** Uses a single predictive model for the combined desirability value.
- **Trade-off specification:** The trade-off between targets **must be specified in advance** via weights and choice of scalarizer.
- **Acquisition functions:** Works with standard scalar-valued acquisition functions.
- **Use case:** When you have clear priorities or preferences among targets and want a single “best” solution according to those preferences.

---

### **Summary Table**

| Aspect                | ParetoObjective                              | DesirabilityObjective                      |
|-----------------------|----------------------------------------------|--------------------------------------------|
| Trade-off handling    | After experiments (post-hoc)                 | Before experiments (via weights)           |
| Output                | Set of Pareto-optimal solutions              | Single scalar desirability value           |
| Modeling              | Separate model per target                    | Single model for combined desirability     |
| Flexibility           | High (choose preferences later)              | Lower (preferences fixed up front)         |
| Acquisition functions | Vector-valued required",What is the purpose of the ParetoObjective in BayBE?,To find a set of solutions that represent optimal trade-offs among multiple conflicting targets by identifying the Pareto front of non-dominated configurations.,"The purpose of the **ParetoObjective** in BayBE is to handle optimization problems involving multiple, potentially conflicting targets by identifying the set of solutions that represent optimal trade-offs among these targets. Instead of aggregating the targets into a single scalar value (as with the DesirabilityObjective), the ParetoObjective seeks to find the **Pareto front**—the set of non-dominated configurations where no other solution is better in all targets simultaneously.

This approach allows users to:

- **Model each target explicitly:** Separate models are maintained for each target.
- **Postpone trade-off decisions:** Users do not need to specify the exact trade-off between targets in advance; preferences can be adjusted after the experiments, knowing that each point on the Pareto front is optimal for some preference.
- **Handle conflicting objectives:** It is especially useful when optimizing for targets that cannot be easily combined or weighted beforehand.

In summary, the ParetoObjective is used in BayBE to support multi-objective optimization by finding solutions that are optimal with respect to all considered targets, without requiring prior specification of their relative importance."
71,0.8395658,0.7228767,Can I have two parameters with the same name in one campaign?,BayBE identifies each parameter by a ``name``. All parameter names in one campaign must be unique.,"No, you cannot have two parameters with the same name in one campaign. According to the documentation, BayBE identifies each parameter by a name, and all parameter names in one campaign must be unique. This ensures that each parameter can be referenced and managed unambiguously within the campaign.",What is the only continuous parameter type currently supported by BayBE?,NumericalContinuousParameter,The only continuous parameter type currently supported by BayBE is the **NumericalContinuousParameter**.
